Period,Ranking Date,Type,Country,Category,Criteria,Rank,Rank Change,Video Title,Likes,Upload Date,Tags,Channel Name,Subscribers,Thumbnail,Video ID
일간,2026-06-15,shorts,미국,전체,좋아요 순위,11,+154,Phone through the subway grate?? 💀,157372,2026.06.11,N/A,Scottyryan,"18,900",https://img.youtube.com/vi/Cg2pvnE5dNs/mqdefault.jpg,Cg2pvnE5dNs
일간,2026-06-15,shorts,미국,전체,좋아요 순위,12,NEW,Insane first day in the USA 😭,148940,2026.06.15,N/A,John Casterline,"8,010,000",https://img.youtube.com/vi/cNX8TA94uJI/mqdefault.jpg,cNX8TA94uJI
일간,2026-06-15,shorts,미국,전체,좋아요 순위,13,NEW,그의 비밀 짝사랑 상대를 찾았어요! 😳,148295,2026.06.14,#!/about,KAYE,"3,040,000",https://img.youtube.com/vi/a0VzWxemyBo/mqdefault.jpg,a0VzWxemyBo
일간,2026-06-15,shorts,미국,전체,좋아요 순위,14,NEW,Others vs Messi's Bicycle kick 😂🔥,146088,2025.11.25,"#football,#cristianoronaldo",A7 EDITZ,"1,950,000",https://img.youtube.com/vi/HZM_8oFI03Q/mqdefault.jpg,HZM_8oFI03Q
일간,2026-06-15,shorts,미국,전체,좋아요 순위,15,+93,Cops Find Burglar Using Marco Polo Game,136815,2026.06.14,"#bodycam,#cops",Cold Footage,"26,700",https://img.youtube.com/vi/cK_7nGfkZkE/mqdefault.jpg,cK_7nGfkZkE
일간,2026-06-15,shorts,미국,전체,좋아요 순위,16,-9,Funny Cricket Part 8,131594,2026.06.10,"#viral,#comedy",Jack's Comedy,"714,000",https://img.youtube.com/vi/fUvBK4eNSh4/mqdefault.jpg,fUvBK4eNSh4
일간,2026-06-15,shorts,미국,전체,좋아요 순위,17,NEW,Gymnastics flexibility contest 😳,129859,2026.06.15,"#olympics,#gymnastics",Ian Gunther,"2,200,000",https://img.youtube.com/vi/H5wa-urxnAs/mqdefault.jpg,H5wa-urxnAs
일간,2026-06-15,shorts,미국,전체,좋아요 순위,18,NEW,The Funniest Artemis II Crew Moment Yet,119308,2026.06.10,"#ArtemisII,#NASA",NeuraX,"85,000",https://img.youtube.com/vi/uzk4yeWTChI/mqdefault.jpg,uzk4yeWTChI
일간,2026-06-15,shorts,미국,전체,좋아요 순위,19,NEW,Ronaldo or Messi?,119261,2026.06.14,N/A,Topper Guild,"91,800,000",https://img.youtube.com/vi/dTRKWvxoA-I/mqdefault.jpg,dTRKWvxoA-I
일간,2026-06-15,shorts,미국,전체,좋아요 순위,20,+27,All the hilarious moments from Khaby Lame🤣,118452,2026.06.08,"#KhabyLame,#learnfromkhaby",AMERY NEVER,"44,400",https://img.youtube.com/vi/NHRcema0ZH4/mqdefault.jpg,NHRcema0ZH4
일간,2026-06-15,shorts,미국,전체,좋아요 순위,21,-7,Thanks to so many creators for loving our “Nervy Dance” idea❤️,117465,2026.06.13,"#dance,#couple",TripleY222 & Tarran D,"2,740,000",https://img.youtube.com/vi/qtOLE_1Kp34/mqdefault.jpg,qtOLE_1Kp34
일간,2026-06-15,shorts,미국,전체,좋아요 순위,22,+13,동물을 맞춰보세요,116351,2026.05.06,N/A,미스터 비스트,"501,000,000",https://img.youtube.com/vi/rqsRdfdN4uI/mqdefault.jpg,rqsRdfdN4uI
일간,2026-06-15,shorts,미국,전체,좋아요 순위,23,+253,Bro got humbled so quick💀💀,113932,2026.06.12,N/A,ViralSprint,"100,000",https://img.youtube.com/vi/QuwcVA1rSyo/mqdefault.jpg,QuwcVA1rSyo
일간,2026-06-15,shorts,미국,전체,좋아요 순위,24,+295,The Moment the SPARK Hit! 🔥😋,112496,2026.06.12,"#shorts,#FlaminHot",Gabriel Hunter,"135,000",https://img.youtube.com/vi/E_sCE5HzBcA/mqdefault.jpg,E_sCE5HzBcA
일간,2026-06-15,shorts,미국,전체,좋아요 순위,25,NEW,다른 마술 트릭 VS 이번 트릭❤️,107413,2026.06.14,"#숏,#마술",Shrouds Fx,"507,000",https://img.youtube.com/vi/lGFTAAB12wY/mqdefault.jpg,lGFTAAB12wY
일간,2026-06-15,shorts,미국,전체,좋아요 순위,26,+432,2026 is a new beginning,105421,2026.06.11,N/A,K-POP猎魔女团,"2,130,000",https://img.youtube.com/vi/qr_lGscA8xE/mqdefault.jpg,qr_lGscA8xE
일간,2026-06-15,shorts,미국,전체,좋아요 순위,27,NEW,글리터 만두 스퀴시를 언박싱하면 루이비통 가방을 드립니다! 😱😳,105110,2026.06.15,"#스퀴시,#피젯",It’Sarah 💜,"3,290,000",https://img.youtube.com/vi/cwvnxsFMLr0/mqdefault.jpg,cwvnxsFMLr0
일간,2026-06-15,shorts,미국,전체,좋아요 순위,28,+312,🔥🔥ASMR Transformation Extra Shine | Satisfying Shoe SHİNE,102876,2026.06.10,"#asmr,#restoration",Mr Shoe Shine,"541,000",https://img.youtube.com/vi/Zf-08jc7EHk/mqdefault.jpg,Zf-08jc7EHk
일간,2026-06-15,shorts,미국,전체,좋아요 순위,29,+46,I am the original clone.- Invincible,102528,2026.06.10,"#shorts,#edit",Vorythix Mode,"57,500",https://img.youtube.com/vi/AbkAN0Nx1lI/mqdefault.jpg,AbkAN0Nx1lI
일간,2026-06-15,shorts,미국,전체,좋아요 순위,30,+39,Other knee slides vs This one 😂🤯,102441,2026.05.24,"#200iQMoments,#FootballHighlights",Roni Njr 10,"33,000",https://img.youtube.com/vi/el0qLlayUhM/mqdefault.jpg,el0qLlayUhM
일간,2026-06-15,shorts,미국,전체,좋아요 순위,31,-25,메시 vs 호날두 파쿠르 챌린지 🏃‍♂️⚽🔥,102430,2025.12.11,"#shorts,#football",Mixed Football,"8,310,000",https://img.youtube.com/vi/D395TUCbiRg/mqdefault.jpg,D395TUCbiRg
일간,2026-06-15,shorts,미국,전체,좋아요 순위,32,NEW,Which Sibling Would You Save?,100657,2026.06.15,N/A,Justabtanything,"1,950,000",https://img.youtube.com/vi/KjBYWGMFJ7E/mqdefault.jpg,KjBYWGMFJ7E
일간,2026-06-15,shorts,미국,전체,좋아요 순위,33,NEW,케이크 아티스트가 밝히는 웨딩 케이크의 비밀 🤫,100508,2026.06.15,N/A,Sideserf Cake Studio,"7,120,000",https://img.youtube.com/vi/Bd3WXvAX4Mc/mqdefault.jpg,Bd3WXvAX4Mc
일간,2026-06-15,shorts,미국,전체,좋아요 순위,34,+1,광기 그 자체인 닉스 팬들,100435,2026.06.15,N/A,Austin Sweatt,"477,000",https://img.youtube.com/vi/is68htKcj-s/mqdefault.jpg,is68htKcj-s
일간,2026-06-15,shorts,미국,전체,좋아요 순위,35,+20,아이스 해머 꿀팁!,99667,2026.04.27,#BucketSquad,Jesser,"44,800,000",https://img.youtube.com/vi/u09MP4l03k4/mqdefault.jpg,u09MP4l03k4
일간,2026-06-15,shorts,미국,전체,좋아요 순위,36,NEW,난 일론 머스크를 절대 용서하지 않을 거야…,99569,2026.06.15,"#c,#carterpcstech",CarterPCs,"2,690,000",https://img.youtube.com/vi/T041aYIZk2E/mqdefault.jpg,T041aYIZk2E
일간,2026-06-15,shorts,미국,전체,좋아요 순위,37,+152,Does This Bottle Still Make Apple Crunching Sound? 🤔,98993,2026.06.14,"#storytelling,#funny",Tyler Vitelli,"7,520,000",https://img.youtube.com/vi/fIrzl2V5wfc/mqdefault.jpg,fIrzl2V5wfc
일간,2026-06-15,shorts,미국,전체,좋아요 순위,38,+10,해병대에서의 불타는 금요일 🇺🇸,98736,2026.06.09,"#신병훈련소,#해병대",American Military Force,"70,100",https://img.youtube.com/vi/eN2gC264e5I/mqdefault.jpg,eN2gC264e5I
일간,2026-06-15,shorts,미국,전체,좋아요 순위,39,+116,TESTING 1960’s CANNED DRINKING WATER CAN FOR LEAD!,98232,2026.06.12,N/A,Mrs.Fallout,"3,160,000",https://img.youtube.com/vi/dcRfAsd--pM/mqdefault.jpg,dcRfAsd--pM
일간,2026-06-15,shorts,미국,전체,좋아요 순위,40,NEW,World Cup watch party fail 😭,97575,2026.06.15,N/A,John Casterline,"8,010,000",https://img.youtube.com/vi/GLXvdpRY320/mqdefault.jpg,GLXvdpRY320
일간,2026-06-15,shorts,미국,전체,좋아요 순위,41,NEW,It despawned 😭💔🥀,96695,2026.06.13,N/A,PiePlayz,"56,800",https://img.youtube.com/vi/Cvi0PdGmNgw/mqdefault.jpg,Cvi0PdGmNgw
일간,2026-06-15,shorts,미국,전체,좋아요 순위,42,NEW,Surprising my GIRLFRIEND 🥳,95876,2026.06.15,N/A,Cam2r,"1,750,000",https://img.youtube.com/vi/g_EBz4W068g/mqdefault.jpg,g_EBz4W068g
일간,2026-06-15,shorts,미국,전체,좋아요 순위,43,NEW,차고에 차량 리프트를 설치하는 방법,95241,2026.06.15,#ChrisFix,ChrisFix,"11,100,000",https://img.youtube.com/vi/Qk0It5hmnho/mqdefault.jpg,Qk0It5hmnho
일간,2026-06-15,shorts,미국,전체,좋아요 순위,44,+28,마법 반지 해킹! @zackdfilms,94532,2026.06.12,#BucketSquad,Jesser,"44,800,000",https://img.youtube.com/vi/VAR3U9P9GDg/mqdefault.jpg,VAR3U9P9GDg
일간,2026-06-15,shorts,미국,전체,좋아요 순위,45,+630,He’d rather die than be called a coward.,93596,2026.06.12,"#movieclips,#cinematicmoments",Leo in Frames,"103,000",https://img.youtube.com/vi/e5iKJfBX-58/mqdefault.jpg,e5iKJfBX-58
일간,2026-06-15,shorts,미국,전체,좋아요 순위,46,+1,카이와 토타는 카메라맨을 정말 잘 대해줘요 💖,93085,2026.06.14,"#반바지,#kaicenat",Snickerly,"1,230,000",https://img.youtube.com/vi/OMtCsEiK5HQ/mqdefault.jpg,OMtCsEiK5HQ
일간,2026-06-15,shorts,미국,전체,좋아요 순위,47,+90,가족을 구하기 위해 달려가는 남자,92790,2026.06.10,N/A,Blindspot,"141,000",https://img.youtube.com/vi/aRifbpdXuAY/mqdefault.jpg,aRifbpdXuAY
일간,2026-06-15,shorts,미국,전체,좋아요 순위,48,-30,"아기가 ""기억에 남을 만한 날로 만들어줘.""라고 말했어요. 🩷💙",92537,2026.06.02,"#성별공개,#커플",Love Unfiltered,"141,000",https://img.youtube.com/vi/jheV3ns75fQ/mqdefault.jpg,jheV3ns75fQ
일간,2026-06-15,shorts,미국,전체,좋아요 순위,49,+205,Johnny Ringo Shows Off His Gun Skills to Taunt Doc Holliday… Big Mistake.😏🔥,92115,2026.06.10,"#shorts,#viral",Aerial1969,"200,000",https://img.youtube.com/vi/9awof6BQiOg/mqdefault.jpg,9awof6BQiOg
일간,2026-06-15,shorts,미국,전체,좋아요 순위,50,+1,알라니 소송 없음,91824,2026.06.14,"#변호사,#법률",Mike Rafi - Personal Injury Lawyer,"739,000",https://img.youtube.com/vi/jwQ7WlTKULQ/mqdefault.jpg,jwQ7WlTKULQ
일간,2026-06-15,shorts,미국,전체,좋아요 순위,51,+386,치약 오레오 챌린지! 🪥,91624,2026.01.17,N/A,Stay Wild,"22,800,000",https://img.youtube.com/vi/9Lpaz69sTSg/mqdefault.jpg,9Lpaz69sTSg
일간,2026-06-15,shorts,미국,전체,좋아요 순위,52,NEW,Which Classmate Would You Save?,91149,2026.06.15,N/A,Justabtanything,"1,950,000",https://img.youtube.com/vi/8uc01ltTrZo/mqdefault.jpg,8uc01ltTrZo
일간,2026-06-15,shorts,미국,전체,좋아요 순위,53,NEW,Esta pulsera de oro hizo que todos se volvieran locos 😳🏆,90400,2026.06.15,#shorts,Señor EXNIRP 90,"8,860,000",https://img.youtube.com/vi/HEF7MuRjn1o/mqdefault.jpg,HEF7MuRjn1o
일간,2026-06-15,shorts,미국,전체,좋아요 순위,54,-4,구독하고 5억 유튜브 플레이 버튼을 확인하세요,89816,2026.05.23,N/A,미스터 비스트,"501,000,000",https://img.youtube.com/vi/hYahU_Cqwp8/mqdefault.jpg,hYahU_Cqwp8
일간,2026-06-15,shorts,미국,전체,좋아요 순위,55,+37,Your Problem Is I have The Money To Fight This!,89330,2026.06.10,"#shorts,#shortsfeed",Inspector Foxx,"74,200",https://img.youtube.com/vi/X6drY76c3Xs/mqdefault.jpg,X6drY76c3Xs
일간,2026-06-15,shorts,미국,전체,좋아요 순위,56,-36,4 Antique Can Openers Tested,88501,2026.06.10,N/A,Rescue & Restore Shorts,"1,960,000",https://img.youtube.com/vi/xwkcVpSuFcQ/mqdefault.jpg,xwkcVpSuFcQ
일간,2026-06-15,shorts,미국,전체,좋아요 순위,57,+23,He put his shoulder back in during the fight.,88008,2026.06.10,"#boxing,#mma",BoxingNET,"94,700",https://img.youtube.com/vi/mPW6PrnCN1I/mqdefault.jpg,mPW6PrnCN1I
일간,2026-06-15,shorts,미국,전체,좋아요 순위,58,NEW,Our Power Went Out… ⚡️,86844,2026.06.15,N/A,Dylan Stories,"151,000",https://img.youtube.com/vi/TonnMonEy-4/mqdefault.jpg,TonnMonEy-4
일간,2026-06-15,shorts,미국,전체,좋아요 순위,59,NEW,All my baddies stand up 👠,86613,2026.06.15,"#heel,#highheels",Royal step,"63,099",https://img.youtube.com/vi/oaIZJwxKVAE/mqdefault.jpg,oaIZJwxKVAE
일간,2026-06-15,shorts,미국,전체,좋아요 순위,60,NEW,10달러를 100만 달러로 불렸다가 순식간에 전부 날린 남자,86315,2026.06.15,"#트레이딩,#백만장자마인드",Creating Wealth,"468,000",https://img.youtube.com/vi/h5eyRlLGQfE/mqdefault.jpg,h5eyRlLGQfE
일간,2026-06-15,shorts,미국,전체,좋아요 순위,61,-34,폴아웃 76 머리핀 시위,86187,2026.06.11,N/A,Greylin,"36,400",https://img.youtube.com/vi/sA9CfND8RQo/mqdefault.jpg,sA9CfND8RQo
일간,2026-06-15,shorts,미국,전체,좋아요 순위,62,+1,씨 없는 수박 너무 좋아요 😋,86134,2026.06.14,"#수박,#GMO",The Plant Slant,"2,270,000",https://img.youtube.com/vi/KVEJ-sVyMkQ/mqdefault.jpg,KVEJ-sVyMkQ
일간,2026-06-15,shorts,미국,전체,좋아요 순위,63,+224,파자마 파티 때 친구들 유형…😴,85405,2026.06.14,"#theboys,#viral",The Johnson Brothers,"5,940,000",https://img.youtube.com/vi/Apq7ttYKPtk/mqdefault.jpg,Apq7ttYKPtk
일간,2026-06-15,shorts,미국,전체,좋아요 순위,64,+143,Маша не любит Кит-Кат!,85206,2026.05.25,#аришнев,Аришнев,"26,800,000",https://img.youtube.com/vi/28VA-JbVmTI/mqdefault.jpg,28VA-JbVmTI
일간,2026-06-15,shorts,미국,전체,좋아요 순위,65,NEW,Sometimes compassion looks like patience.❤️,83949,2026.06.14,"#wildlife,#love",Tata.harmonyway,"611,000",https://img.youtube.com/vi/uA2oB3s61Ms/mqdefault.jpg,uA2oB3s61Ms
일간,2026-06-15,shorts,미국,전체,좋아요 순위,66,-61,먼저 반응하는 사람이 지는 거야 👀,83544,2026.06.14,N/A,Cam2r,"1,750,000",https://img.youtube.com/vi/kIYKx7mdI58/mqdefault.jpg,kIYKx7mdI58
일간,2026-06-15,shorts,미국,전체,좋아요 순위,67,-36,숨바꼭질 그림 그리기 게임 (메차 카멜레온),83436,2026.06.14,"#게임,#인디게임",grizzbx,"44,300",https://img.youtube.com/vi/lOEqhFmshNg/mqdefault.jpg,lOEqhFmshNg
일간,2026-06-15,shorts,미국,전체,좋아요 순위,68,NEW,Sleeping Time for Different people,83127,2026.06.15,N/A,Speed McQueen,"14,200,000",https://img.youtube.com/vi/mMD7MN_xJaI/mqdefault.jpg,mMD7MN_xJaI
일간,2026-06-15,shorts,미국,전체,좋아요 순위,69,-12,Vinny Explains the Rules First… Then They Fight 😂🥊 | My Cousin Vinny (1992),82864,2026.06.08,"#MyCousinVinny,#MyCousinVinny1992",ClipWizard,"71,800",https://img.youtube.com/vi/vhfDLtbIkgQ/mqdefault.jpg,vhfDLtbIkgQ
일간,2026-06-15,shorts,미국,전체,좋아요 순위,70,+709,타이머 틱택토!,82812,2026.06.14,N/A,The Smily Fam,"3,640,000",https://img.youtube.com/vi/L89u8Cmc6X4/mqdefault.jpg,L89u8Cmc6X4
일간,2026-06-15,shorts,미국,전체,좋아요 순위,71,NEW,"""약 주세요!"" 셸던의 웃음 폭발하는 치과 방문 🦷😂",81870,2026.06.14,#어린셸던,CatFlix,"412,000",https://img.youtube.com/vi/jQHVtFP-t-Q/mqdefault.jpg,jQHVtFP-t-Q
일간,2026-06-15,shorts,미국,전체,좋아요 순위,72,NEW,ЧАПИТОСИКИ ПОТЕРЯЛИСЬ😥😥😥,81607,2026.06.03,"#shorts,#чапитося",Chapitosiki,"34,600,000",https://img.youtube.com/vi/ztmVs-yIum4/mqdefault.jpg,ztmVs-yIum4
일간,2026-06-15,shorts,미국,전체,좋아요 순위,73,NEW,Imagine Complaining About A Wave😭,81158,2026.06.15,"#ishowspeed,#football",Goofy Recaps,"3,400,000",https://img.youtube.com/vi/LfLiJGEW6y4/mqdefault.jpg,LfLiJGEW6y4
일간,2026-06-15,shorts,미국,전체,좋아요 순위,74,-36,Джейк очень зол на меня!,80641,2026.06.11,#аришнев,Аришнев,"26,800,000",https://img.youtube.com/vi/06pPboX003s/mqdefault.jpg,06pPboX003s
일간,2026-06-15,shorts,미국,전체,좋아요 순위,75,-8,이 여자의 차는 엄청 크네요! 🚗😲,80066,2026.06.13,N/A,Anthmix,"7,260,000",https://img.youtube.com/vi/JEFCk3PH3Bk/mqdefault.jpg,JEFCk3PH3Bk
일간,2026-06-15,shorts,미국,전체,좋아요 순위,76,NEW,Sophia got SO MAD at me for her last one 😳😭💸,80009,2026.06.15,"#besties,#bestiesforever",Sophia & Noelle,"946,000",https://img.youtube.com/vi/4mooSosV1u4/mqdefault.jpg,4mooSosV1u4
일간,2026-06-15,shorts,미국,전체,좋아요 순위,77,-76,의사 앵무새들,79954,2026.06.13,N/A,Mr Por Pepe,"1,660,000",https://img.youtube.com/vi/_ivTUCZq_SY/mqdefault.jpg,_ivTUCZq_SY
일간,2026-06-15,shorts,미국,전체,좋아요 순위,78,-4,This sales assistant is a genius 👍,79316,2026.06.10,#shorts,MotionTales,"4,410",https://img.youtube.com/vi/LGlxVzSoWIw/mqdefault.jpg,LGlxVzSoWIw
일간,2026-06-15,shorts,미국,전체,좋아요 순위,79,-19,Ranking Best Clingy Cat Moments,78969,2026.06.11,N/A,Mugi Ranks,"736,000",https://img.youtube.com/vi/lVg6kNe2Wg8/mqdefault.jpg,lVg6kNe2Wg8
일간,2026-06-15,shorts,미국,전체,좋아요 순위,80,-34,누가 가장 강한 스트리머일까요?,78780,2026.04.04,N/A,미스터 비스트,"501,000,000",https://img.youtube.com/vi/_JUlWtSCNbs/mqdefault.jpg,_JUlWtSCNbs
일간,2026-06-15,shorts,미국,전체,좋아요 순위,81,+76,This lunch belongs in a museum,77791,2026.06.09,#sargentoambassador,Chef Tyler,"5,550,000",https://img.youtube.com/vi/tWZ-eL399qM/mqdefault.jpg,tWZ-eL399qM
일간,2026-06-15,shorts,미국,전체,좋아요 순위,82,-12,구스타보 프링이 제시를 구에르카 카르텔에 넘겼다.,77779,2026.06.11,"#바이럴영상,#숏폼영상",WatchItNow,"220,000",https://img.youtube.com/vi/RodFHI2mCks/mqdefault.jpg,RodFHI2mCks
일간,2026-06-15,shorts,미국,전체,좋아요 순위,83,-30,Wife： is this marriage healthy?,77596,2026.06.08,"#funny,#husbandwife",AdjA Diouf,"83,000",https://img.youtube.com/vi/FD2sl2ji2fU/mqdefault.jpg,FD2sl2ji2fU
일간,2026-06-15,shorts,미국,전체,좋아요 순위,84,NEW,Hilarious Comeback Dance Moment You Can't Miss,76996,2026.06.15,"#Funny,#FYP",Matt Sowards,"992,000",https://img.youtube.com/vi/nqkAWCWcYD0/mqdefault.jpg,nqkAWCWcYD0
일간,2026-06-15,shorts,미국,전체,좋아요 순위,85,NEW,¡SU respuesta dejó a todos sin palabras! 😳🔥,76953,2026.06.15,N/A,El Mago Del Shorts,"368,000",https://img.youtube.com/vi/WjApsRhrRiE/mqdefault.jpg,WjApsRhrRiE
일간,2026-06-15,shorts,미국,전체,좋아요 순위,86,NEW,POV: They both thought they lost each other. 🥹🐾❤️,76922,2026.06.15,"#PuppyLove,#BestFriends",International Parenting Health Institute,"126,000",https://img.youtube.com/vi/1kb5xlJye0E/mqdefault.jpg,1kb5xlJye0E
일간,2026-06-15,shorts,미국,전체,좋아요 순위,87,NEW,스토리타임! 우리 반이 계획했던 완벽한 졸업반 장난!,76104,2026.06.15,N/A,Little Remy Food 🐭🍝,"3,880,000",https://img.youtube.com/vi/mWW7DzNcmgI/mqdefault.jpg,mWW7DzNcmgI
일간,2026-06-15,shorts,미국,전체,좋아요 순위,88,+385,타이슨의 아들이 모두를 놀라게 했다!😱,76082,2026.06.11,"#ufc,#mma",Boxing Warriors,"248,000",https://img.youtube.com/vi/iXLvdsoANDI/mqdefault.jpg,iXLvdsoANDI
일간,2026-06-15,shorts,미국,전체,좋아요 순위,89,+21,그냥 말을 타고 출근할까,75933,2026.06.12,N/A,The Fast Lane Car,"1,560,000",https://img.youtube.com/vi/YLNXxPIK9GI/mqdefault.jpg,YLNXxPIK9GI
일간,2026-06-15,shorts,미국,전체,좋아요 순위,90,+133,Wait for it 🤭,75463,2026.05.03,"#paulinashows,#funny",Paulina Shows,"97,300",https://img.youtube.com/vi/yGAHHFLbG5s/mqdefault.jpg,yGAHHFLbG5s
일간,2026-06-15,shorts,미국,전체,좋아요 순위,91,-23,모든 유튜브 플레이 버튼,75309,2026.05.20,N/A,미스터 비스트,"501,000,000",https://img.youtube.com/vi/SllXaJiQjBA/mqdefault.jpg,SllXaJiQjBA
일간,2026-06-15,shorts,미국,전체,좋아요 순위,92,+5,BRO WAS ALREADY MOVING 😭,75002,2026.04.02,N/A,BlazeTrack Clips,"68,500",https://img.youtube.com/vi/KpvwDxed2V8/mqdefault.jpg,KpvwDxed2V8
일간,2026-06-15,shorts,미국,전체,좋아요 순위,93,NEW,The saddest thing about man.,74899,2026.06.14,N/A,Elevission,"145,000",https://img.youtube.com/vi/9iu0go-cCo4/mqdefault.jpg,9iu0go-cCo4
일간,2026-06-15,shorts,미국,전체,좋아요 순위,94,0,가장 웃긴 아기 영상 모음 TOP,74833,2026.06.12,N/A,albatross,"31,600",https://img.youtube.com/vi/Fu2Q2mTD7hU/mqdefault.jpg,Fu2Q2mTD7hU
일간,2026-06-15,shorts,미국,전체,좋아요 순위,95,-78,황금 만두를 잘랐다고? ✂️,74253,2026.06.09,N/A,Zhong,"72,600,000",https://img.youtube.com/vi/37A6ouoqAfk/mqdefault.jpg,37A6ouoqAfk
일간,2026-06-15,shorts,미국,전체,좋아요 순위,96,+108,بور الافريقي,74055,2026.06.05,"#short,#shorts",Elb7aaar.offaical,"450,000",https://img.youtube.com/vi/Tk8hkvpwBNg/mqdefault.jpg,Tk8hkvpwBNg
일간,2026-06-15,shorts,미국,전체,좋아요 순위,97,-56,No way she did this💀😭,73723,2026.06.14,N/A,Cycle Wrld,"225,000",https://img.youtube.com/vi/aYsLu1ZFDR4/mqdefault.jpg,aYsLu1ZFDR4
일간,2026-06-15,shorts,미국,전체,좋아요 순위,98,NEW,먼저 완성하는 사람이 승리합니다! 😳,73698,2026.06.15,N/A,Cam2r,"1,750,000",https://img.youtube.com/vi/-8y81hXg_j4/mqdefault.jpg,-8y81hXg_j4
일간,2026-06-15,shorts,미국,전체,좋아요 순위,99,NEW,박제 아닌 호랑이 만들기 🐯🎨,73634,2026.06.10,"#3D프린팅,#Creality",Creality,"209,000",https://img.youtube.com/vi/KChUoKevPZU/mqdefault.jpg,KChUoKevPZU
일간,2026-06-15,shorts,미국,전체,좋아요 순위,100,NEW,DTI에서 역대급 트리오 룩을 선보였다 😱,73288,2026.06.15,"#dresstoimpress,#roblox",SassyChannie,"323,000",https://img.youtube.com/vi/WXaTswvOqwg/mqdefault.jpg,WXaTswvOqwg
일간,2026-06-15,shorts,미국,동물,좋아요 순위,1,0,그들이 나를 볼 수 있다고 생각하나요?,164815,2026.06.14,N/A,Forrest Galante,"2,720,000",https://img.youtube.com/vi/TTSUrA0xjiY/mqdefault.jpg,TTSUrA0xjiY
일간,2026-06-15,shorts,미국,동물,좋아요 순위,2,+1,Hognose Snake Insists it is Dead!,62846,2026.06.10,"#snakes,#reptiles",Will Robertson's Wildlife,"228,000",https://img.youtube.com/vi/9cA5eYBs2is/mqdefault.jpg,9cA5eYBs2is
일간,2026-06-15,shorts,미국,동물,좋아요 순위,3,-1,그는 강아지 귀에 교정기를 달았는데 결과가 정말 기가 막히네요 😮,52232,2026.06.10,N/A,HL Stories,"409,000",https://img.youtube.com/vi/y0z6Hzr_8UY/mqdefault.jpg,y0z6Hzr_8UY
