Period,Ranking Date,Type,Country,Category,Criteria,Rank,Rank Change,Video Title,Likes,Upload Date,Tags,Channel Name,Subscribers,Thumbnail,Video ID
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,14,+1,Normal skill VS The GOAT,56364,2026.01.03,,Pretty Good Storys,"568,000",https://img.youtube.com/vi/CXjmKrbL7gI/mqdefault.jpg,CXjmKrbL7gI
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,15,NEW,Rick calls in for technician | Rick and Morty 9x4,56318,2026.06.15,,Unstable Savage Productions,"43,800",https://img.youtube.com/vi/5tJXS3HJ8gg/mqdefault.jpg,5tJXS3HJ8gg
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,16,-8,"미시 ""내 몫은 받아야겠어""😂",52505,2026.06.13,#영쉘든,CatFlix,"412,000",https://img.youtube.com/vi/w3qfrF3jynA/mqdefault.jpg,w3qfrF3jynA
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,17,-6,Same actress btw 😳,52497,2026.06.10,"#emmathompson,#movie",Film Waves,"83,000",https://img.youtube.com/vi/OG5nl6HhJdg/mqdefault.jpg,OG5nl6HhJdg
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,18,+16,누가 가장 전성기를 누렸을까요?,50202,2026.06.13,,Dylan Stark,"247,000",https://img.youtube.com/vi/HirHIWn-w1E/mqdefault.jpg,HirHIWn-w1E
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,19,-12,Dean Winchester’s Prison Break 🔓,49337,2026.06.09,"#Shorts,#Movie",Yautja Vision,"237,000",https://img.youtube.com/vi/bjsfGT8rH2o/mqdefault.jpg,bjsfGT8rH2o
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,20,NEW,Captain Atom Absorbs the Energy.,49245,2026.06.14,"#dccomics,#justiceleague",Lucky Cat,"29,800",https://img.youtube.com/vi/K3l29lXu6sY/mqdefault.jpg,K3l29lXu6sY
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,21,+27,호날두와 예수님이 사람들을 돕는 모습,46733,2026.05.26,#친절,Spider Ro,"1,140,000",https://img.youtube.com/vi/iP14TXTUuss/mqdefault.jpg,iP14TXTUuss
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,22,+9,Who ruined Lois's dress?,46306,2026.06.11,,SINAR FILM,"61,700",https://img.youtube.com/vi/gkgZ5si1RrU/mqdefault.jpg,gkgZ5si1RrU
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,23,-11,Gigant chocolate bar @cooksbatata,46047,2026.06.08,,surthany hejeij,"16,400,000",https://img.youtube.com/vi/S3yYBCbvk3E/mqdefault.jpg,S3yYBCbvk3E
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,24,+1,🔥Rick Got Hit With A Death Punch… And Couldn’t Walk Forward 😳🥋,45223,2026.06.11,,VioletFisher980,"141,000",https://img.youtube.com/vi/gx_zP2j_HTo/mqdefault.jpg,gx_zP2j_HTo
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,25,NEW,I Set Off The Alarm 😨,43911,2026.06.15,,Her Story,"1,360,000",https://img.youtube.com/vi/139fxwv-8IQ/mqdefault.jpg,139fxwv-8IQ
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,26,0,"미시 ""그건 너 같은 루저들 명단이야""😂",42208,2026.06.08,#영쉘든,CatFlix,"412,000",https://img.youtube.com/vi/fa65rKcDV6M/mqdefault.jpg,fa65rKcDV6M
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,27,NEW,Sam Breeds Ancient Evil 👹,41608,2026.06.14,"#Shorts,#Movie",Yautja Vision,"237,000",https://img.youtube.com/vi/b9MdWEZkfr8/mqdefault.jpg,b9MdWEZkfr8
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,28,NEW,Sheldon and Amy's relationship takes another step forward,40241,2026.06.14,"#Comedy,#Shorts",MovieJabber,"16,500",https://img.youtube.com/vi/nwbkW_P6374/mqdefault.jpg,nwbkW_P6374
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,29,-1,👩‍👦✨ Sometimes a Mother's Love Is a Sweet Trouble!,37888,2026.06.10,"#shorts,#movierecap",Sona Darus,"176,000",https://img.youtube.com/vi/q0RyNg4rP14/mqdefault.jpg,q0RyNg4rP14
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,30,+17,Abishola meets her boyfriend's ex-wife in the hospital,37848,2026.03.18,"#cinema,#movie",Citrus Films,"114,000",https://img.youtube.com/vi/Ba0LQsucqC4/mqdefault.jpg,Ba0LQsucqC4
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,31,+6,"""60초 안에 최대한 많은 포유류의 이름을 대보세요.""",37844,2026.05.27,#현상,CineSavvy,"998,000",https://img.youtube.com/vi/uFnv5_Z6mt4/mqdefault.jpg,uFnv5_Z6mt4
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,32,+92,Sorority girls have no mercy! |  (FICTION!),36952,2026.06.10,"#TheRookie,#police",The Rookie (Fan Page),"1,970,000",https://img.youtube.com/vi/3cGUK4upKKg/mqdefault.jpg,3cGUK4upKKg
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,33,+48,This 90s action hero had ZERO patience for bullies on public transit. 🚌💥,34963,2026.06.08,"#movie,#film",FlickFramer,"164,000",https://img.youtube.com/vi/JQFK7Uy6stc/mqdefault.jpg,JQFK7Uy6stc
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,34,-31,🔥Rick Got Hit With A Death Punch… And Couldn’t Walk Forward 😳🥋,34050,2026.06.13,,VioletFisher980,"141,000",https://img.youtube.com/vi/50XS07MqXdY/mqdefault.jpg,50XS07MqXdY
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,35,+104,🤖 The New Captain Isn't Human... and Everyone Freaks Out 😱,33785,2026.06.13,"#SciFi,#ArtificialIntelligence",DysonEdit-z4h,"44,500",https://img.youtube.com/vi/LxrQP9Unjx4/mqdefault.jpg,LxrQP9Unjx4
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,36,+26,The Unkillable Soldier – How One Mad Scientist Created a Monster | Far Cry (2008),33471,2026.06.10,"#movie,#FarCry",Công Nguyễn,"115,000",https://img.youtube.com/vi/4qPoYdvb9hE/mqdefault.jpg,4qPoYdvb9hE
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,37,-33,They are all his fathers.,32169,2026.06.08,"#movie,#shorts",Happy Reels,"298,000",https://img.youtube.com/vi/5760oWot1QI/mqdefault.jpg,5760oWot1QI
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,38,+191,Sheldon finally pulls off a successful prank,31937,2026.06.12,"#Comedy,#Shorts",MovieJabber,"16,500",https://img.youtube.com/vi/_IIaek5kA-4/mqdefault.jpg,_IIaek5kA-4
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,39,+57,The Burrito That Changed EVERYTHING! 😤🔥,31855,2026.06.10,"#shorts,#FlaminHot",Gabriel Hunter,"135,000",https://img.youtube.com/vi/MEdWb5CoEXI/mqdefault.jpg,MEdWb5CoEXI
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,40,+9,"MIKE’S PARKING LOT NIGHTMARE! One Thug, Zero Mercy.| Better Call Saul S5E3",31608,2026.04.29,"#short,#movie",Bella4,"335,000",https://img.youtube.com/vi/bWzBURclABI/mqdefault.jpg,bWzBURclABI
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,41,+38,Michael Jackson - Beat It | Artist Version,31182,2026.06.10,"#foryou,#dance",Sudipto Art's,"1,270,000",https://img.youtube.com/vi/ynpOpBGvwps/mqdefault.jpg,ynpOpBGvwps
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,42,-2,🚗🕵️‍♂️ What Cars Did Mr. Bean Drive While Carrying Out His Missions? 😲🚗✨,30493,2026.06.08,"#shorts,#movierecap",Sona Darus,"176,000",https://img.youtube.com/vi/a8F_vTkj7-I/mqdefault.jpg,a8F_vTkj7-I
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,43,+699,Good Luck Charlie｜Bob Tells the Kids to Say “Yes” to Pregnant Amy… Then Everything Goes Wrong 😂🤰,30147,2026.06.14,,FlickCharge,"201,000",https://img.youtube.com/vi/mzH_XV2TnRk/mqdefault.jpg,mzH_XV2TnRk
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,44,+22,Sword Catching Chaos 🏴‍☠️,29389,2026.03.05,"#Shorts,#Movie",Yautja Vision,"237,000",https://img.youtube.com/vi/Sn5g15qkG38/mqdefault.jpg,Sn5g15qkG38
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,45,+12,"🌅 ""SUNRISE SAVES THE HUNTED | The Most Dangerous Game (2020) 🎯😱",28620,2026.04.03,"#MostDangerousGame,#MostDangerousGame2020",The Ed,"38,200",https://img.youtube.com/vi/XawNl5KtPKQ/mqdefault.jpg,XawNl5KtPKQ
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,46,-32,Loyalty Beyond All Bounds,28335,2026.04.24,#movie,Crying Raccoon,"1,440,000",https://img.youtube.com/vi/VckJcjQNSPI/mqdefault.jpg,VckJcjQNSPI
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,47,+78,확실한 제품을 원하시나요? 현장에서 이렇게 테스트해보세요 💀,27034,2026.06.11,#브레이킹배드,CineSavvy,"998,000",https://img.youtube.com/vi/1zpVhBwnLLw/mqdefault.jpg,1zpVhBwnLLw
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,48,+183,🔥Rick Got Hit With A Death Punch… And Couldn’t Walk Forward 😳🥋,26268,2026.06.11,,VioletFisher980,"141,000",https://img.youtube.com/vi/Swty-t-W4e0/mqdefault.jpg,Swty-t-W4e0
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,49,+3,Sheldon is stumped by Billy's questions,26097,2026.06.11,"#funny,#comedy",Akira Recap,"68,200",https://img.youtube.com/vi/t435b6w-8KA/mqdefault.jpg,t435b6w-8KA
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,50,-9,George found his namesake,25954,2026.06.09,"#tvshow,#comedy",CatClip,"19,100",https://img.youtube.com/vi/LkJjv8vF0HI/mqdefault.jpg,LkJjv8vF0HI
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,51,+37,💥💣He Met a Man Who Could Blow Anything to Pieces… And His Mind Was Blown! 😱🔥,25871,2026.06.05,"#GiùLaTesta,#DuckYouSucker",ShortCutStrike,"90,700",https://img.youtube.com/vi/fs5i5raOhhk/mqdefault.jpg,fs5i5raOhhk
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,52,+34,맥도날드가 30초 만에 세상을 바꾼 방법 🍔,25708,2026.04.30,#창업자,CineSavvy,"998,000",https://img.youtube.com/vi/oV8Tf-65sYA/mqdefault.jpg,oV8Tf-65sYA
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,53,+22,KFC + 럭셔리 🎩,25350,2026.06.11,,Keegan Evans Photo,"3,470,000",https://img.youtube.com/vi/xr5DV-QVuIQ/mqdefault.jpg,xr5DV-QVuIQ
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,54,+681,SOS on Live Stream,25247,2026.06.14,#anime,Karekore of Mixed Blood【Official】,"244,000",https://img.youtube.com/vi/RepyGc4bfZs/mqdefault.jpg,RepyGc4bfZs
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,55,-22,"만화 캐릭터와 사랑에 빠진 소녀, 그가 잘생긴 남자로 변했다",25099,2026.06.10,"#K드라마,#영화",White cat movie,"717,000",https://img.youtube.com/vi/QTMLkfHTZH0/mqdefault.jpg,QTMLkfHTZH0
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,56,+5,He began to grow stronger.,25087,2026.05.03,"#shorts,#shortsviral",Movie Insiders,"429,000",https://img.youtube.com/vi/zQ6y7eDW1EU/mqdefault.jpg,zQ6y7eDW1EU
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,57,NEW,No one can drive a wedge between these two sisters,25012,2026.06.15,#shorts,Night owl,"1,000,000",https://img.youtube.com/vi/7_BA8xrlTws/mqdefault.jpg,7_BA8xrlTws
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,58,+332,호날두가 메시의 거대한 수박 아이스크림을 가져갔어요,24896,2026.06.15,#친절함,Spider Ro,"1,140,000",https://img.youtube.com/vi/TB-OqDR5Qwc/mqdefault.jpg,TB-OqDR5Qwc
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,59,NEW,바닥에 떨어진 물건을 함부로 주우면 큰일 날 수 있습니다.,24669,2026.06.14,,Robot Scissorhands,"566,000",https://img.youtube.com/vi/3f3DNK6wWY4/mqdefault.jpg,3f3DNK6wWY4
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,60,-14,George is a calm and wonderful father,24646,2026.06.09,"#funny,#comedy",Akira Recap,"68,200",https://img.youtube.com/vi/zUgw86eG0-Q/mqdefault.jpg,zUgw86eG0-Q
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,61,NEW,POWER OF JESUS ✝️🔥,24575,2026.06.11,"#jesusprotects,#faithshield",Αυяα 么,"218,000",https://img.youtube.com/vi/156H30ZxSXE/mqdefault.jpg,156H30ZxSXE
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,62,-35,Lil Bro Had the Most 𝗘𝗠𝗕𝗔𝗥𝗥𝗔𝗦𝗦𝗜𝗡𝗚 𝗥𝗜𝗭𝗭 Ever 💀😭,24301,2026.06.13,"#roblox,#shorts",ItzMePrinz,"407,000",https://img.youtube.com/vi/xOkWcAiHd3I/mqdefault.jpg,xOkWcAiHd3I
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,63,+176,Vinny Has 90 Minutes to Pull Off a Legal Miracle 😂⚖️ | My Cousin Vinny (1992),23967,2026.06.08,"#MyCousinVinny,#MyCousinVinny1992",ClipWizard,"71,800",https://img.youtube.com/vi/ZATxPS_Gfts/mqdefault.jpg,ZATxPS_Gfts
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,64,+20,Missy has everything arranged. - Young Sheldon S7E04,23876,2026.03.14,"#movies,#cinema",Gisela Ilona,"87,700",https://img.youtube.com/vi/D07lEGiKpsg/mqdefault.jpg,D07lEGiKpsg
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,65,+7,미끼가 된 셔츠 | 샤프트 (2000),23721,2026.06.01,"#shorts,#영화",Benjamin8,"64,400",https://img.youtube.com/vi/phaVp5RT484/mqdefault.jpg,phaVp5RT484
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,66,+268,POV 🥰😍❤️‍🔥🧌 루미 💍 진우 - 진우가 인간이 될 수 있도록 도와주세요! | KPop 악마사냥꾼과 Sprunki,23334,2026.02.12,,Gizemli Goril,"2,320,000",https://img.youtube.com/vi/Qs2kf1VbUwQ/mqdefault.jpg,Qs2kf1VbUwQ
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,67,-14,🤠😂 They Tried to Hang Him… But He Turned It Into a Swing Ride 😱,22993,2026.05.27,"#TheRidiculous6,#TheRidiculous62015",ShortCutStrike,"90,700",https://img.youtube.com/vi/EeQHKK4S4CQ/mqdefault.jpg,EeQHKK4S4CQ
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,68,NEW,Quem você salvaria: o Sr. Peterson ou o Baldi? 🌸👨‍🏫,22661,2026.06.15,#shorts,Rise Hope,"1,550,000",https://img.youtube.com/vi/sJoL8Zc0YCo/mqdefault.jpg,sJoL8Zc0YCo
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,69,+64,Who Knew Airport Tickets Cost This Much 😂,22466,2026.03.26,"#shorts,#film",Croker Reding,"146,000",https://img.youtube.com/vi/rcOmMOXASRs/mqdefault.jpg,rcOmMOXASRs
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,70,+1,Familiar Wife: Joo-hyuk Tries to Time-Travel Back to Be With His First Love! 🔄,22366,2026.06.09,"#FamiliarWife,#JiSung",KKKLV,"85,000",https://img.youtube.com/vi/ovpGFD62-Eg/mqdefault.jpg,ovpGFD62-Eg
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,71,NEW,베스가 제리가 어디 있는지 묻는 장면 | 릭 앤 모티 시즌 9 에피소드 4,22336,2026.06.15,"#instagramyoutube,#youtuberlikes",Unstable Savage Productions,"43,800",https://img.youtube.com/vi/c3vQRs3mjOc/mqdefault.jpg,c3vQRs3mjOc
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,72,-29,A big hockey puck for you!,22288,2025.07.02,"#shorts,#fyp",Juan DY,"455,000",https://img.youtube.com/vi/p3d_vCcFGKM/mqdefault.jpg,p3d_vCcFGKM
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,73,-35,"소녀가 만화 캐릭터와 사랑에 빠지고, 그 캐릭터가 잘생긴 남자로 변신한다",22174,2026.06.10,#kdrama,Venom Movie,"531,000",https://img.youtube.com/vi/uWThSk66SRk/mqdefault.jpg,uWThSk66SRk
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,74,-51,Fleabag Season 2 (2019) | The Haircut Proof Was in the Trash 😂✂️,22080,2026.06.13,"#Fleabag,#FleabagSeason2",JJfilm,"331,000",https://img.youtube.com/vi/Cum4621L3Zc/mqdefault.jpg,Cum4621L3Zc
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,75,-30,🔥Rick Forgot He Was Rick… And Became A Normal Guy Named Ted 😳🎳,22048,2026.06.03,,VioletFisher980,"141,000",https://img.youtube.com/vi/1MpapoC09Sw/mqdefault.jpg,1MpapoC09Sw
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,76,-59,My 8 Year Old CEO 🍋,22027,2026.06.14,,Her Story,"1,360,000",https://img.youtube.com/vi/KJcojKR_4XA/mqdefault.jpg,KJcojKR_4XA
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,77,+20,A Tribute to the Nut-Punch: Johnny Cage’s Iconic Move! 🥜👊🎬,21954,2026.06.03,"#MortalKombat2,#JohnnyCage",William Brown,"95,399",https://img.youtube.com/vi/0Zqu1ZI4LD8/mqdefault.jpg,0Zqu1ZI4LD8
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,78,NEW,SENIOR YEAR – Waking Up 20 Years Later: Cheerleader's Comeback Story,21920,2026.06.14,"#movie,#SeniorYear",Công Nguyễn,"115,000",https://img.youtube.com/vi/cl5tsETvrw0/mqdefault.jpg,cl5tsETvrw0
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,79,+35,Cleaning a Stranger's Car For Free!,21554,2025.08.02,,Clean Girl,"20,400,000",https://img.youtube.com/vi/QdOnSoVjhe8/mqdefault.jpg,QdOnSoVjhe8
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,80,NEW,She Called Me Furniture 😤,21539,2026.06.15,,Her Story,"1,360,000",https://img.youtube.com/vi/RW1N3PEtvYY/mqdefault.jpg,RW1N3PEtvYY
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,81,NEW,Why Is Everyone Simping for Fortnite Pomni?! 👀,21468,2026.06.14,"#loreseeker,#theamazingdigitalcircus",LoreSeekerShorts,"176,000",https://img.youtube.com/vi/7NZnnzhbAUk/mqdefault.jpg,7NZnnzhbAUk
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,82,+5,그는 잘못된 게이머 소녀를 골랐어 🎮,21420,2026.06.15,,Her Story,"1,360,000",https://img.youtube.com/vi/sHfM-5e5uc8/mqdefault.jpg,sHfM-5e5uc8
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,83,-33,He Ran To Save Her ❤️ | In Time | Headlights (slowed),21293,2026.06.08,"#edit,#shorts",Jinny-Edits,"421,000",https://img.youtube.com/vi/rAYtlxqnYvY/mqdefault.jpg,rAYtlxqnYvY
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,84,-16,You are what you eat 🍊,21187,2026.06.11,"#roblox,#shorts",Frezanim,"1,290,000",https://img.youtube.com/vi/JZGo8n27x3c/mqdefault.jpg,JZGo8n27x3c
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,85,-61,Best Gaming Cooler Only 99₹,20669,2026.06.07,"#samsunggalaxys24,#samsunggalaxys24ultra",Sense,"13,100",https://img.youtube.com/vi/U5IPxDt4MFU/mqdefault.jpg,U5IPxDt4MFU
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,86,-22,"""다시는 내겐 이래라저래라 할 수 없어.""",20617,2026.05.10,#아메리칸뷰티,CineSavvy,"998,000",https://img.youtube.com/vi/JGGtUcQV5YE/mqdefault.jpg,JGGtUcQV5YE
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,87,+81,Gnochis 🍝 🇮🇹,20585,2026.01.25,,surthany hejeij,"16,400,000",https://img.youtube.com/vi/F0wK4izLJ3M/mqdefault.jpg,F0wK4izLJ3M
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,88,NEW,He Was Guarding My House 😨,20497,2026.06.15,,Her Story,"1,360,000",https://img.youtube.com/vi/E7NhMN1kS5I/mqdefault.jpg,E7NhMN1kS5I
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,89,-24,Ratched Season 2 – The Peach Confrontation: Nurse Ratched Crosses the Line 🍑🔪👩‍⚕️,20462,2026.06.10,"#movie,#Ratched",Công Nguyễn,"115,000",https://img.youtube.com/vi/NlDw3HahfRE/mqdefault.jpg,NlDw3HahfRE
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,90,+91,Sam Breaks the Fourth Wall 🧱,20049,2026.06.10,"#Shorts,#Movie",Yautja Vision,"237,000",https://img.youtube.com/vi/Hoe3s4NJ3lU/mqdefault.jpg,Hoe3s4NJ3lU
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,91,+12,Things always take Charlie by surprise.,19853,2026.06.12,"#Comedy,#Shorts",Movie Monologues,"38,100",https://img.youtube.com/vi/U05ed34lYac/mqdefault.jpg,U05ed34lYac
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,92,+25,지미는 법정에 있는 모든 사람을 완벽하게 속였습니다.,19828,2026.06.08,"#바이럴비디오,#짧은영상",WatchItNow,"220,000",https://img.youtube.com/vi/Y6-DAtTpyDA/mqdefault.jpg,Y6-DAtTpyDA
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,93,+70,🔥Rick Forgot He Was Rick… And Became A Normal Guy Named Ted 😳🎳,19469,2026.06.09,,VioletFisher980,"141,000",https://img.youtube.com/vi/YBK4zmSMQMU/mqdefault.jpg,YBK4zmSMQMU
일간,2026-06-15,shorts,미국,영화/애니메이션,좋아요 순위,94,-2,3 Days to Kill (2014) | Ethan Turns a Bike Into a Trap 🚲💥,19379,2026.06.06,"#3DaysToKill,#3DaysToKill2014",TrimRush,"111,000",https://img.youtube.com/vi/wdbmXFKUQ1Q/mqdefault.jpg,wdbmXFKUQ1Q
