Period,Ranking Date,Type,Country,Category,Criteria,Rank,Rank Change,Video Title,Likes,Upload Date,Tags,Channel Name,Subscribers,Thumbnail,Video ID
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,11,-6,“This GPU💀”,19277,2026.06.09,"#pcgaming,#benchmark",Hardware Nf,"151,000",https://img.youtube.com/vi/u8-_Haqg17E/mqdefault.jpg,u8-_Haqg17E
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,12,-2,The easiest portable grill | Pull Start Fire,19167,2026.06.12,,Pull Start Fire,"19,000",https://img.youtube.com/vi/WkT7hXtR_Y8/mqdefault.jpg,WkT7hXtR_Y8
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,13,NEW,Bodybuilding Situation Is Sad 😢,18955,2026.06.15,"#science,#shorts",Chubbyemu,"3,710,000",https://img.youtube.com/vi/TL1dRsbC3oo/mqdefault.jpg,TL1dRsbC3oo
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,14,NEW,Getting Married for Claude Fable,18285,2026.06.15,,Alberta Tech,"449,000",https://img.youtube.com/vi/nA3ZA02xWAw/mqdefault.jpg,nA3ZA02xWAw
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,15,-7,🤯📄 Can You Fold Paper 8 Times?,17031,2026.06.05,"#shorts,#mythbusters",Zero Theory,"100,000",https://img.youtube.com/vi/mmExe77kZHE/mqdefault.jpg,mmExe77kZHE
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,16,-2,Why You Don’t Leave a Butane Tank Exposed,17008,2026.01.15,,NHRL,"912,000",https://img.youtube.com/vi/XeumeCEXIFE/mqdefault.jpg,XeumeCEXIFE
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,17,+3,D. rex compared to Jurassic's Big Theropods,16317,2026.06.08,,Goji Center,"1,640,000",https://img.youtube.com/vi/pscaKrOe86k/mqdefault.jpg,pscaKrOe86k
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,18,-11,WATCH Old School Bottle Waxing Technique In Action 🤯,16208,2026.05.23,,Working Planet Shorts,"518,000",https://img.youtube.com/vi/4duyVie7GbY/mqdefault.jpg,4duyVie7GbY
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,19,+3,✅ Baby Comfy Safety Lightweight Bed Side Crib ( # 2346 )  Product Link in Bio,14832,2026.02.25,,MaviGadget,"45,200,000",https://img.youtube.com/vi/SbJwLgzkZ3Q/mqdefault.jpg,SbJwLgzkZ3Q
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,20,+65,Toyota’s new AI robot just hit this in one try 🏀🤖,14539,2026.06.09,"#shorts,#ytshorts",Nexora,"485,000",https://img.youtube.com/vi/6Wro59v6NS4/mqdefault.jpg,6Wro59v6NS4
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,21,+3,Тест Геймерской Подушки,14461,2026.06.10,,George Wye,"256,000",https://img.youtube.com/vi/9QdH0YpyNJU/mqdefault.jpg,9QdH0YpyNJU
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,22,-4,We Made This Topiary From a Single Plant 🤍 ⭐,14261,2026.04.19,"#topiary,#plant",Andrew's Constructions,"106,000",https://img.youtube.com/vi/Kym6O1FhQdo/mqdefault.jpg,Kym6O1FhQdo
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,23,+20,10년 동안 이어진 문명 게임,12063,2026.06.13,,UFD Tech,"1,470,000",https://img.youtube.com/vi/Y0nojZz_fHg/mqdefault.jpg,Y0nojZz_fHg
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,24,+6,새 게이밍 PC를 장만하셨나요? 이 4가지 설정을 바꿔보세요.,11914,2026.06.15,#반바지,META PCs,"1,480,000",https://img.youtube.com/vi/iHRv5s9j1mA/mqdefault.jpg,iHRv5s9j1mA
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,25,-8,건물 안에 자라나고 있는 유리 타워,11545,2026.06.09,,Lectec | Everyday Science,"130,000",https://img.youtube.com/vi/hgKEi524Nd4/mqdefault.jpg,hgKEi524Nd4
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,26,-22,“Me watching this☠️”,11312,2026.06.07,"#pcgaming,#benchmark",Hardware Nf,"151,000",https://img.youtube.com/vi/Zl1nkcCNifc/mqdefault.jpg,Zl1nkcCNifc
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,27,-11,Why Do It the Hard Way?,11185,2026.04.29,#shorts,Common Science,"88,400",https://img.youtube.com/vi/EosBxLM5ohU/mqdefault.jpg,EosBxLM5ohU
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,28,-9,You Can Hear This Hit Coming,10614,2026.03.19,,NHRL,"912,000",https://img.youtube.com/vi/fXUk_0qIef0/mqdefault.jpg,fXUk_0qIef0
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,29,NEW,How Trains Use Megawatt Magnets to Bite the Tracks!🚄,10058,2026.06.14,,Peace Working Shorts,"744,000",https://img.youtube.com/vi/XYJwrYQXmYg/mqdefault.jpg,XYJwrYQXmYg
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,30,+26,How to move elderly in bed safely and easily  ( # 1518 ) ▶️ ‪@MaviGadgets‬ Easy Roller Pillow,9371,2025.11.07,,MaviGadget,"45,200,000",https://img.youtube.com/vi/twRe6p3cim8/mqdefault.jpg,twRe6p3cim8
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,31,-10,That Robot Vacuum Has an Arm?!,9370,2025.12.19,"#gadgets,#tech",Just A Dad Approved,"331,000",https://img.youtube.com/vi/tClQRZhOffw/mqdefault.jpg,tClQRZhOffw
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,32,-5,뉴욕에서 가장 오래된 것,8802,2026.06.12,,Lectec | Everyday Science,"130,000",https://img.youtube.com/vi/TSjOXsoVVas/mqdefault.jpg,TSjOXsoVVas
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,33,+51,▶️ 바비큐 케밥 제조기 (박스형 기계) - 제품 링크는 프로필에 있습니다 (,8648,2026.06.09,#3049),MaviGadget,"45,200,000",https://img.youtube.com/vi/-9G74-BcbXU/mqdefault.jpg,-9G74-BcbXU
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,34,-6,캔따개,8608,2026.06.11,#가젯,CrazyRussianHacker,"12,000,000",https://img.youtube.com/vi/gUW-0WzOr0k/mqdefault.jpg,gUW-0WzOr0k
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,35,+19,🚽🦠 Which Bathroom Stall is Actually the Cleanest?,8283,2026.06.14,"#shorts,#mythbusters",Zero Theory,"100,000",https://img.youtube.com/vi/umoENU2SLxE/mqdefault.jpg,umoENU2SLxE
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,36,-3,"""Bro I had an idea💀""",8058,2026.04.22,"#pcgaming,#benchmark",HARDWARE SF,"27,500",https://img.youtube.com/vi/BRmCwWDKCFI/mqdefault.jpg,BRmCwWDKCFI
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,37,+40,Product Link in Bio ( 215 ) 1️⃣ Lace Free Lightweight Comfortable Urban Sneakers,7980,2026.03.21,#viral,MaviGadget,"45,200,000",https://img.youtube.com/vi/QPqezOxBH9k/mqdefault.jpg,QPqezOxBH9k
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,38,-4,"DIY Rain Boot Chicken Feeder – Upcycled, Automatic, Zero Waste 🐔",7954,2026.05.14,"#RainBootFeeder,#UpcycledChickenFeeder",Discovery and Learning,"939,000",https://img.youtube.com/vi/RkP0sF2LL7Y/mqdefault.jpg,RkP0sF2LL7Y
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,39,-3,🔔Metal rings for fashion and safety - Stainless Steel Self Defense Rotatable Foldable Ring (# 1608),7840,2026.05.23,,MaviGadget,"45,200,000",https://img.youtube.com/vi/MT4RMtG0zv0/mqdefault.jpg,MT4RMtG0zv0
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,40,NEW,Pop!_OS 사용 경험,7791,2026.06.15,,UFD Tech,"1,470,000",https://img.youtube.com/vi/XtT5Xvx-gro/mqdefault.jpg,XtT5Xvx-gro
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,41,-16,Valve는 Steam 기프트 카드를 폐지합니다.,7743,2026.06.12,,Zack Shutt,"220,000",https://img.youtube.com/vi/Qm5H7cmazDU/mqdefault.jpg,Qm5H7cmazDU
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,42,NEW,"이메일 알림이 65,000개나 쌓였습니다",7671,2026.06.15,,Parker Burton,"1,280,000",https://img.youtube.com/vi/XWaaPtOrZOY/mqdefault.jpg,XWaaPtOrZOY
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,43,NEW,RC Cargo Plane Drops Whistling Bombs 💣,7583,2026.03.22,,Jay Kujan,"1,020,000",https://img.youtube.com/vi/NorKBsdx3rg/mqdefault.jpg,NorKBsdx3rg
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,44,NEW,perfect Machines work ⚙️🏭,7456,2026.04.13,"#satisfying,#machine",Toolspot,"33,400",https://img.youtube.com/vi/IuMbNWPs3S8/mqdefault.jpg,IuMbNWPs3S8
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,45,NEW,스피어는 마치 거대한 스크린처럼 보입니다.,7229,2026.06.07,,Lectec | Everyday Science,"130,000",https://img.youtube.com/vi/YA5cqtDZQ7k/mqdefault.jpg,YA5cqtDZQ7k
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,46,+9,Jamie Killed a Never-Aired Myth With ONE Word,7191,2026.06.14,"#MythBusters,#AdamSavage.",Adam Savage’s Tested,"7,220,000",https://img.youtube.com/vi/dpB3a_zywPk/mqdefault.jpg,dpB3a_zywPk
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,47,-18,This Giant Robot Tore Straight Through the Armor,7187,2026.05.17,,NHRL,"912,000",https://img.youtube.com/vi/Y-Sy5QKD1xI/mqdefault.jpg,Y-Sy5QKD1xI
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,48,NEW,Keanu Reeves again managed to surprise everyone with his act,7179,2026.06.13,,Fact Fleck,"32,000",https://img.youtube.com/vi/3GYuOacSy2A/mqdefault.jpg,3GYuOacSy2A
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,49,-37,“Gigabyte💀”,7148,2026.06.11,"#pcgaming,#benchmark",Hardware Nf,"151,000",https://img.youtube.com/vi/bqh2eXECmr8/mqdefault.jpg,bqh2eXECmr8
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,50,0,이 설정은 스팀 덱 배터리를 세 배로 늘립니다.,7078,2026.06.10,#반바지,META PCs,"1,480,000",https://img.youtube.com/vi/mb0yNKdhUrc/mqdefault.jpg,mb0yNKdhUrc
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,51,+27,Doʻkon ochaman 😑,6658,2026.06.14,"#abadiytalaba,#shorts",Abadiytalaba,"184,000",https://img.youtube.com/vi/_nWqF_nA8zg/mqdefault.jpg,_nWqF_nA8zg
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,52,-37,“How to clean your CPU💀”,6566,2026.05.11,"#pcgaming,#benchmark",Hardware Nf,"151,000",https://img.youtube.com/vi/Sg7eumZe6eA/mqdefault.jpg,Sg7eumZe6eA
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,53,-7,Why Hot Wax is So Dangerous (Don't Try This...),6563,2026.06.13,,Action Lab Shorts,"4,490,000",https://img.youtube.com/vi/Y9Dnk_r6bds/mqdefault.jpg,Y9Dnk_r6bds
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,54,-3,This Robot Got STUCK in the Wall,6525,2026.06.01,,NHRL,"912,000",https://img.youtube.com/vi/I281l3FJCYA/mqdefault.jpg,I281l3FJCYA
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,55,+15,Corría A Clase Todos Los Días… Y Lo Que Hicieron Sus Amigos Te Va A Sorprender,6516,2026.05.04,"#Running,#Amistad",Maníacos Virales,"469,000",https://img.youtube.com/vi/Xcm32g_URx0/mqdefault.jpg,Xcm32g_URx0
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,56,-19,인터넷 익스플로러 = 속도?,6472,2026.05.23,"#컨트리볼스,#브라우저",Ikadeiler,"74,900",https://img.youtube.com/vi/TfEvxR5hnig/mqdefault.jpg,TfEvxR5hnig
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,57,-12,"Custom Greenhouse Film – Length, Width & Thickness You Need",6439,2026.06.04,"#shorts,#b2b",Orientflex Irrigation Hose,"293,000",https://img.youtube.com/vi/vvmtlok56M0/mqdefault.jpg,vvmtlok56M0
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,58,+22,절대로 이런 식으로 진드기를 잡아당기지 마세요 ❌🕷️,6166,2026.01.25,"#진드기,#매크로",Macro 3D,"166,000",https://img.youtube.com/vi/WQ7wS69FdZ0/mqdefault.jpg,WQ7wS69FdZ0
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,59,+1,코끼리 치약 3단계,6092,2025.11.23,,Mark Rober,"78,400,000",https://img.youtube.com/vi/jfUU24gaqNg/mqdefault.jpg,jfUU24gaqNg
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,60,-3,"""This laptop💀""",6002,2026.04.26,"#pcgaming,#benchmark",HARDWARE SF,"27,500",https://img.youtube.com/vi/CfllbVeCiSg/mqdefault.jpg,CfllbVeCiSg
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,61,-22,Blue town parkour… neighbors approved👋 | Insta360 Ace Pro 2,5855,2025.11.24,"#insta360,#insta360acepro2",Insta360,"1,500,000",https://img.youtube.com/vi/kb-LDv9xHAE/mqdefault.jpg,kb-LDv9xHAE
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,62,+14,✅ Unique soap dispenser. ( # 2689  ) Realistic Nose Shape Wall-Mounted Prank Soap Dispenser,5790,2025.11.09,,MaviGadget,"45,200,000",https://img.youtube.com/vi/gZYycX-5dwA/mqdefault.jpg,gZYycX-5dwA
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,63,-37,How did this balloon get stuck without a cork?,5775,2026.04.20,#shorts,JaDropping Science,"2,320,000",https://img.youtube.com/vi/yWAK2PL-boU/mqdefault.jpg,yWAK2PL-boU
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,64,-3,1995 - 2022 How the SIM card changed,5739,2026.06.07,"#retro,#nostalgia",Mobijunk,"204,000",https://img.youtube.com/vi/sUo8SuAt01w/mqdefault.jpg,sUo8SuAt01w
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,65,+26,Putting Pluto in Earth's Orbit,5658,2026.06.04,,Space Chip,"1,150,000",https://img.youtube.com/vi/FMGj4z_fdk4/mqdefault.jpg,FMGj4z_fdk4
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,66,NEW,CloudV HAZE,5571,2026.06.12,,CloudV,"119,000",https://img.youtube.com/vi/mRYYUFOkU00/mqdefault.jpg,mRYYUFOkU00
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,67,+19,이것이 바다에서의 당신의 마지막 희망입니다,5551,2026.05.25,"#군대,#육군",undabundus,"108,000",https://img.youtube.com/vi/36cRomSlsJ0/mqdefault.jpg,36cRomSlsJ0
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,68,NEW,▶️ 양면을 간편하게 청소하는 자석 유리창 닦이 (  ),5432,2026.05.20,,MaviGadget,"45,200,000",https://img.youtube.com/vi/d0d-PeCaGTY/mqdefault.jpg,d0d-PeCaGTY
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,69,+13,이 의료 기술을 숙달하는 데는 수년이 걸립니다.,5277,2026.06.06,,Tech Amigos,"27,400",https://img.youtube.com/vi/4N7xKW9uvdY/mqdefault.jpg,4N7xKW9uvdY
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,70,-8,이런 일이 일어날 거라고는 생각도 못 했어요.,5114,2026.06.07,#반바지,vasilev,"39,500",https://img.youtube.com/vi/bVVL0DJY29Q/mqdefault.jpg,bVVL0DJY29Q
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,71,NEW,El Zuck quiere tu Cara 🫠,4976,2026.06.14,,Domingo Gomes,"1,320,000",https://img.youtube.com/vi/vdWIQ8KvKLE/mqdefault.jpg,vdWIQ8KvKLE
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,72,-41,그들은 당신을 혐오합니다,4948,2026.06.13,,UFD Tech,"1,470,000",https://img.youtube.com/vi/dhgXKkH-leM/mqdefault.jpg,dhgXKkH-leM
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,73,-14,접이식 노인 보조 등받이 지지대 리클라이너 📌 노인 보조,4934,2026.04.22,"#노인도구,#등받이지지대",MaviGadget,"45,200,000",https://img.youtube.com/vi/B4d7HHqZXOg/mqdefault.jpg,B4d7HHqZXOg
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,74,-36,구독자가 1명 더 필요해요!,4834,2024.02.14,,Mark Rober,"78,400,000",https://img.youtube.com/vi/3dH91cyjKLw/mqdefault.jpg,3dH91cyjKLw
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,75,NEW,Why China banned flush door handles,4799,2026.05.26,"#shorts,#ytshorts",Nexora,"485,000",https://img.youtube.com/vi/E5gVIYM_Nl8/mqdefault.jpg,E5gVIYM_Nl8
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,76,NEW,교만은 실패에 앞선다,4754,2026.02.12,,Mark Rober,"78,400,000",https://img.youtube.com/vi/9BsQpGhwVAY/mqdefault.jpg,9BsQpGhwVAY
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,77,-54,Can you spot the fake science experiment? - 2 Truths & Trash (S4E7R2),4746,2026.06.14,#shorts,JaDropping Science,"2,320,000",https://img.youtube.com/vi/_HJ7C9Z3_4w/mqdefault.jpg,_HJ7C9Z3_4w
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,78,-3,태양열로 조리한 닭고기 소시지? - GoSun,4744,2025.10.06,,GoSun,"41,700",https://img.youtube.com/vi/OFUZH8I-1RE/mqdefault.jpg,OFUZH8I-1RE
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,79,NEW,iOS 27 - 8 Amazing Features!,4661,2026.06.11,,Brandon Butch,"1,420,000",https://img.youtube.com/vi/zZ_Pk9NObWg/mqdefault.jpg,zZ_Pk9NObWg
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,80,NEW,🎈😈 Helium vs. Sulfur Hexafluoride: Voice Test!,4652,2026.05.04,"#mythbusters,#science",Zero Theory,"100,000",https://img.youtube.com/vi/WN5mMCIMKoQ/mqdefault.jpg,WN5mMCIMKoQ
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,81,NEW,1️⃣ Best creative gift ideas for men - Gun Shape Secret Storage Jet Flame Lighter ( # 2456 ) ‪,4637,2026.01.27,,MaviGadget,"45,200,000",https://img.youtube.com/vi/5dqB5AutyIo/mqdefault.jpg,5dqB5AutyIo
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,82,+7,RC Airplane Drops BOMB 💣,4614,2026.03.11,,Jay Kujan,"1,020,000",https://img.youtube.com/vi/vZaG1ed7Ohc/mqdefault.jpg,vZaG1ed7Ohc
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,83,NEW,Are you gullible? - 2 Truths & Trash (S4E7R1),4606,2026.06.11,#shorts,JaDropping Science,"2,320,000",https://img.youtube.com/vi/419kUWGY5dc/mqdefault.jpg,419kUWGY5dc
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,84,NEW,1 year ago today this video single handedly monetized me📸 Real Steel Baby💪,4573,2026.04.25,"#shorts,#construction",JoeyGoesClimbing,"41,900",https://img.youtube.com/vi/w3q6sKCTEDk/mqdefault.jpg,w3q6sKCTEDk
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,85,-53,A Better Ice Tray From 100 Years Ago,4546,2026.06.06,#shorts,Common Science,"88,400",https://img.youtube.com/vi/y7fUuJMgVMs/mqdefault.jpg,y7fUuJMgVMs
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,86,NEW,여러분 동네 도로에서도 이런 걸 보신 적 있나요?,4514,2026.06.15,,Streetcraft,"154,000",https://img.youtube.com/vi/VzdVBRycY-I/mqdefault.jpg,VzdVBRycY-I
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,87,NEW,🚛💨 The BIGGEST MythBusters Explosion EVER!,4499,2026.05.11,"#shorts,#mythbusters",Zero Theory,"100,000",https://img.youtube.com/vi/EmkzaMhW3yg/mqdefault.jpg,EmkzaMhW3yg
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,88,NEW,AI가 나에게 표백제를 마시라고 한다,4490,2026.06.06,,CodeMiko,"686,000",https://img.youtube.com/vi/Eky_eh-aSuM/mqdefault.jpg,Eky_eh-aSuM
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,89,NEW,절대 몰랐을 컴퓨터 꿀팁들,4480,2026.06.14,"#컴퓨터,#윈도우11",Matty McTech,"1,440,000",https://img.youtube.com/vi/nsKPo-yvBQY/mqdefault.jpg,nsKPo-yvBQY
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,90,+5,Buffalo Wings Delivers a 1000°C Beatdown,4469,2026.04.02,,NHRL,"912,000",https://img.youtube.com/vi/nVqmt2hOd0s/mqdefault.jpg,nVqmt2hOd0s
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,91,-38,1️⃣ Your new night routine Sleep Buddy Relaxer Hugging Pillow ( # 2899 ),4414,2026.05.14,,MaviGadget,"45,200,000",https://img.youtube.com/vi/y_mLFk-vPl0/mqdefault.jpg,y_mLFk-vPl0
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,92,-27,조종석 의자에 앉아 RC 비행기 조종하기 😎,4325,2026.06.08,,Jay Kujan,"1,020,000",https://img.youtube.com/vi/GDvGAUWLyh0/mqdefault.jpg,GDvGAUWLyh0
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,93,NEW,iOS 27 삭제하는 방법…,4226,2026.06.15,"#ios27,#ios",AlanTech,"56,900",https://img.youtube.com/vi/KcV8SBul78o/mqdefault.jpg,KcV8SBul78o
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,94,-54,우리가 팔다리를 다시 자라게 하는 것을 막는 것은 무엇일까요? - 마이클 레빈,4181,2026.06.07,"#생물학,#의학",632nm,"34,400",https://img.youtube.com/vi/GIIxFCOCV6o/mqdefault.jpg,GIIxFCOCV6o
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,95,-23,🧊 Do Women Handle Pain Better Than Men?,4145,2026.06.03,"#shorts,#mythbusters",Zero Theory,"100,000",https://img.youtube.com/vi/ilpqYa-k2OU/mqdefault.jpg,ilpqYa-k2OU
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,96,NEW,A Chinese Tool Hack for Oil Extraction,4104,2026.04.30,#shorts,Common Science,"88,400",https://img.youtube.com/vi/-KY5xfGWaZE/mqdefault.jpg,-KY5xfGWaZE
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,97,-18,Next Level Cork Sealer,4079,2026.03.06,#gadgets,CrazyRussianHacker,"12,000,000",https://img.youtube.com/vi/LTCYIErlRhw/mqdefault.jpg,LTCYIErlRhw
일간,2026-06-15,shorts,미국,과학기술,좋아요 순위,98,NEW,▶️ Foldable Elderly Helper Backrest Supporter Recliner – sit up without struggle ( # 3175 ),4051,2026.06.03,,MaviGadget,"45,200,000",https://img.youtube.com/vi/NNdIZQt4Rpc/mqdefault.jpg,NNdIZQt4Rpc
